Order_ID,Date,Product,Category,City,Quantity,Unit_Price
1444,2026-04-28,Mouse,Accessories,Kanpur,5,690
1445,2026-06-06,Mouse,Accessories,Prayagraj,4,680
1446,2026-05-23,Headphones,Electronics,Prayagraj,3,2430
1447,2026-02-23,Keyboard,Accessories,Prayagraj,4,1180
1448,2026-03-12,Mouse,Accessories,Raebareli,3,670
1449,2026-04-08,Notebook,Stationery,Raebareli,4,120
1450,2026-01-11,Tablet,Electronics,Prayagraj,3,16730
1451,2026-04-24,Smartphone,Electronics,Prayagraj,3,22540
1452,2026-05-18,Headphones,Electronics,Kanpur,3,2610
1453,2026-02-05,Pen Pack,Stationery,Prayagraj,1,80
1454,2026-03-04,Study Table,Furniture,Kanpur,1,6610
1455,2026-06-13,Office Chair,Furniture,Kanpur,2,8120
1456,2026-05-01,USB Cable,Accessories,Prayagraj,1,360
1457,2026-05-21,Tablet,Electronics,Lucknow,2,15850
1458,2026-06-16,Power Bank,Accessories,Varanasi,2,1440
1459,2026-03-15,Keyboard,Accessories,Prayagraj,1,1250
1460,2026-03-01,Smartphone,Electronics,Raebareli,5,22530
1461,2026-04-17,Laptop,Electronics,Kanpur,2,46950
1462,2026-05-07,Laptop,Electronics,Varanasi,2,46960
1463,2026-01-03,Keyboard,Accessories,Lucknow,3,1210
1464,2026-03-14,Smartphone,Electronics,Prayagraj,4,23080
1465,2026-05-07,Office Chair,Furniture,Raebareli,2,8800
1466,2026-02-19,Power Bank,Accessories,Prayagraj,1,1380
1467,2026-06-15,Pen Pack,Stationery,Varanasi,3,80
1468,2026-03-17,Laptop,Electronics,Prayagraj,5,45780
1469,2026-06-06,Headphones,Electronics,Kanpur,4,2580
1470,2026-01-23,Office Chair,Furniture,Prayagraj,4,8640
1471,2026-05-03,Tablet,Electronics,Kanpur,3,16700
1472,2026-04-09,Laptop,Electronics,Prayagraj,2,44760
1473,2026-03-19,Keyboard,Accessories,Prayagraj,5,1230
1474,2026-06-17,Laptop,Electronics,Prayagraj,3,45870
1475,2026-04-30,Laptop,Electronics,Lucknow,3,43470
1476,2026-03-21,Notebook,Stationery,Raebareli,1,120
1477,2026-06-07,Keyboard,Accessories,Prayagraj,2,1170
1478,2026-02-09,Tablet,Electronics,Varanasi,4,16400
1479,2026-04-17,Study Table,Furniture,Prayagraj,5,6770
1480,2026-03-05,Office Chair,Furniture,Kanpur,5,8820
1481,2026-04-25,Smartphone,Electronics,Raebareli,5,22450
1482,2026-01-29,Smartphone,Electronics,Raebareli,1,22720
1483,2026-05-27,Office Chair,Furniture,Kanpur,5,8200
1484,2026-04-24,Mouse,Accessories,Raebareli,1,710
1485,2026-05-06,Pen Pack,Stationery,Raebareli,1,80
1486,2026-04-27,Power Bank,Accessories,Lucknow,2,1400
1487,2026-01-15,Power Bank,Accessories,Raebareli,5,1390
1488,2026-04-12,Keyboard,Accessories,Lucknow,3,1240
1489,2026-05-29,Pen Pack,Stationery,Kanpur,1,80
1490,2026-05-19,Mouse,Accessories,Lucknow,1,730
1491,2026-01-09,Smartphone,Electronics,Varanasi,3,21800
1492,2026-04-06,Tablet,Electronics,Varanasi,4,15920
1493,2026-01-21,USB Cable,Accessories,Varanasi,5,340
1494,2026-02-15,Mouse,Accessories,Lucknow,5,690
1495,2026-01-01,Tablet,Electronics,Kanpur,1,16770
1496,2026-04-19,Power Bank,Accessories,Raebareli,5,1380
1497,2026-04-28,Headphones,Electronics,Kanpur,3,2410
1498,2026-01-09,Headphones,Electronics,Lucknow,4,2530
1499,2026-02-22,Laptop,Electronics,Kanpur,1,43200
1500,2026-06-03,Laptop,Electronics,Varanasi,1,43850
